gale_link,month,article,x2_var1,printedDate,st_caps,titleAbbreviation,st_nums,title,filepath,page,x1_var1,day,issueNumber,year,ltcount,block_number
http://link.galegroup.com/apps/doc/Z2001498981/BBCN,01,002,218807.90999999997,SATURDAY JANUARY 5 1745,0.25,B0848UNSPWEJO,0.025,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/01/05/service,0002,619.4900000000006,05,848,1745,2353,2
http://link.galegroup.com/apps/doc/Z2001498985/BBCN,01,006,69267.08673469388,SATURDAY JANUARY 5 1745,0.2857142857142857,B0848UNSPWEJO,0.07142857142857142,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/01/05/service,0006,6276.204081632658,05,848,1745,962,4
http://link.galegroup.com/apps/doc/Z2001499011/BBCN,01,001,91279.34297052157,SATURDAY JANUARY 26 1745,0.21428571428571427,B0848UNSPWEJO,0.0,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/01/26/service,0001,25163.098072562323,26,851,1745,3545,1
http://link.galegroup.com/apps/doc/Z2001499030/BBCN,02,004,152490.25,SATURDAY FEBRUARY 2 1745,1.0,B0848UNSPWEJO,0.0,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/02/02/service,0001,57360.25,02,852,1745,34,0
http://link.galegroup.com/apps/doc/Z2001499036/BBCN,02,010,94537.81000000001,SATURDAY FEBRUARY 2 1745,0.5,B0848UNSPWEJO,0.0,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/02/02/service,0005,86013.04,02,852,1745,497,1
http://link.galegroup.com/apps/doc/Z2001499037/BBCN,02,011,99281.1875,SATURDAY FEBRUARY 2 1745,0.5,B0848UNSPWEJO,0.25,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/02/02/service,0005,1102.25,02,852,1745,140,0
http://link.galegroup.com/apps/doc/Z2001499042/BBCN,02,016,59950.26446280992,SATURDAY FEBRUARY 2 1745,0.36363636363636365,B0848UNSPWEJO,0.09090909090909091,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/02/02/service,0008,8962.38016528926,02,852,1745,755,1
http://link.galegroup.com/apps/doc/Z2001499057/BBCN,02,009,126832.4722222222,SATURDAY FEBRUARY 9 1745,0.5,B0848UNSPWEJO,0.0,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/02/09/service,0006,20420.583333333332,09,853,1745,219,3
http://link.galegroup.com/apps/doc/Z2001499057/BBCN,02,009,98926.0,SATURDAY FEBRUARY 9 1745,0.625,B0848UNSPWEJO,0.0,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/02/09/service,0006,60750.9375,09,853,1745,297,5
http://link.galegroup.com/apps/doc/Z2001499080/BBCN,02,006,138384.0,SATURDAY FEBRUARY 23 1745,0.5,B0848UNSPWEJO,0.0,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/02/23/service,0006,138012.25,23,855,1745,2,4
http://link.galegroup.com/apps/doc/Z2001499089/BBCN,03,005,221370.25,SATURDAY MARCH 2 1745,0.5,B0848UNSPWEJO,0.0,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/03/02/service,0002,841.0,02,856,1745,42,4
http://link.galegroup.com/apps/doc/Z2001499109/BBCN,03,010,202424.22222222222,SATURDAY MARCH 9 1745,0.3333333333333333,B0848UNSPWEJO,0.0,UNIVERSAL SPECTATOR AND WEEKLY JOURNAL,/cygdrive/w/APEX/B0848UNSPWEJO/1745/03/09/service,0008,2.0,09,857,1745,78,3
